elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
590.001252, 9.999509, 59, 480, 1401.0, 1038, 4180, 4495, 6051, 6051, 0
600.001373, 10.000121, 39, 480, 1259.6, 957, 3808, 4180, 4180, 4180, 0
610.00122, 9.999847, 95, 329, 1069.5, 1101, 1624, 3344, 3851, 3851, 0
620.001312, 10.000092, 86, 406, 1068.3, 1087, 1342, 2146, 4971, 4971, 0
630.001279, 9.999967, 72, 342, 1186.5, 1108, 2628, 3625, 3728, 3728, 0
640.001456, 10.000177, 78, 379, 1374.8, 1104, 4085, 5383, 5538, 5538, 0
650.001186, 9.99973, 76, 372, 1099.8, 1082, 1637, 2642, 4739, 4739, 0
660.00118, 9.999994, 61, 287, 1169.2, 1060, 3457, 4746, 4771, 4771, 0
670.001182, 10.000002, 73, 426, 1160.8, 1093, 2137, 4944, 6449, 6449, 0
680.001181, 9.999999, 84, 432, 1508.3, 1131, 4260, 5050, 5053, 5053, 0
690.001322, 10.000141, 88, 414, 1601.2, 1090, 5241, 6136, 6620, 6620, 0
700.001286, 9.999964, 58, 397, 1318.2, 1085, 2656, 6723, 7113, 7113, 0
710.001262, 9.999976, 69, 337, 1355.2, 1105, 3646, 5058, 5477, 5477, 0
720.001325, 10.000063, 88, 314, 1255.1, 1076, 2668, 4801, 5428, 5428, 0
730.001319, 9.999994, 83, 386, 1255.8, 1040, 3765, 5113, 5139, 5139, 0
740.002317, 10.000998, 61, 343, 1341.8, 1147, 3333, 4392, 4665, 4665, 0
750.001179, 9.998862, 77, 314, 1261.2, 1075, 3457, 6195, 6315, 6315, 0
760.001182, 10.000003, 63, 481, 1218.2, 1079, 2357, 4744, 6150, 6150, 0
770.001241, 10.000059, 84, 273, 1282.8, 1057, 4600, 5315, 6052, 6052, 0
780.001189, 9.999948, 81, 413, 1515.3, 1092, 4600, 5013, 5992, 5992, 0
790.001188, 9.999999, 71, 325, 1009.3, 1000, 1433, 3395, 3958, 3958, 0
800.001167, 9.999979, 76, 284, 1126.3, 1032, 1915, 4981, 5381, 5381, 0
810.001316, 10.000149, 68, 284, 1165.1, 1030, 1836, 4254, 5409, 5409, 0
820.001184, 9.999868, 53, 457, 1472.9, 1072, 3790, 5595, 6815, 6815, 0
830.001191, 10.000007, 72, 457, 1297.5, 1058, 2338, 5579, 5664, 5664, 0
840.001259, 10.000068, 75, 570, 1138.2, 1056, 2264, 2684, 3760, 3760, 1
850.001144, 9.999885, 93, 357, 1203.2, 1025, 3044, 5320, 6156, 6156, 0
860.001158, 10.000014, 88, 342, 1309.2, 1062, 3842, 5006, 6508, 6508, 0
870.001242, 10.000084, 68, 326, 1037.7, 1009, 1217, 3042, 4937, 4937, 0
880.001171, 9.999929, 74, 326, 1362.4, 1035, 4686, 5176, 6333, 6333, 0
890.001141, 9.99997, 70, 403, 1339.2, 1091, 2533, 5974, 6207, 6207, 0
900.001211, 10.00007, 68, 365, 1226.0, 1069, 2750, 4795, 5041, 5041, 0
910.001518, 10.000307, 101, 365, 1280.1, 1035, 4209, 4795, 6274, 6274, 0
920.001145, 9.999627, 109, 461, 1068.3, 1031, 1467, 4777, 5219, 5219, 0
930.001148, 10.000003, 93, 376, 1328.2, 1134, 3206, 3859, 5028, 5028, 0
940.001089, 9.999941, 82, 335, 1341.0, 1078, 4512, 4673, 5098, 5098, 0
950.001135, 10.000046, 103, 303, 1249.8, 1086, 3478, 4501, 7033, 7033, 0
960.002093, 10.000958, 86, 318, 1139.7, 1064, 1665, 3461, 5553, 5553, 0
970.001653, 9.99956, 87, 294, 1282.9, 1090, 2996, 5429, 6332, 6332, 0
980.004793, 10.00314, 100, 380, 1136.4, 1022, 3694, 4922, 4990, 4990, 0
990.001577, 9.996784, 111, 367, 1273.1, 1093, 3545, 4949, 5853, 5853, 0
1000.001308, 9.999731, 90, 392, 1291.8, 1117, 2907, 4982, 5046, 5046, 0
1010.001413, 10.000105, 88, 325, 1396.4, 1087, 4256, 5046, 5383, 5383, 0
1020.001219, 9.999806, 113, 300, 1346.2, 1084, 5039, 5766, 5962, 5962, 0
1030.001228, 10.000009, 79, 324, 1286.0, 1017, 4164, 5134, 5962, 5962, 0
1040.001358, 10.00013, 75, 377, 1181.6, 1048, 2773, 3643, 4401, 4401, 0
1050.001149, 9.999791, 98, 481, 1171.5, 1118, 1709, 3680, 4737, 4737, 0
1060.001402, 10.000253, 92, 395, 1257.9, 1064, 2290, 5196, 6188, 6188, 0
1070.001147, 9.999745, 76, 392, 1233.7, 1077, 2786, 4467, 4960, 4960, 0
1080.001154, 10.000007, 86, 352, 1465.8, 1080, 4104, 6115, 6552, 6552, 0
1090.001194, 10.00004, 105, 328, 1406.5, 1087, 4486, 5561, 6431, 6431, 0
1100.003659, 10.002465, 97, 328, 1203.4, 1045, 2861, 4219, 4495, 4495, 0
1110.001263, 9.997604, 98, 301, 1440.6, 1077, 4546, 5071, 5219, 5219, 0
1120.001346, 10.000083, 90, 332, 1324.2, 1067, 3270, 5642, 6326, 6326, 0
1130.001415, 10.000069, 95, 271, 1199.1, 1054, 2799, 4778, 4997, 4997, 0
1140.001486, 10.000071, 97, 348, 1209.0, 1106, 2321, 4855, 5097, 5097, 0
1150.001536, 10.00005, 105, 295, 1198.4, 1109, 1342, 5022, 5281, 5281, 0
1160.001488, 9.999952, 97, 345, 1333.6, 1087, 3875, 5026, 5831, 5831, 0
1170.001142, 9.999654, 91, 353, 1100.2, 1053, 2542, 3778, 3891, 3891, 0
1180.001146, 10.000004, 89, 335, 1320.2, 1118, 3342, 5213, 6445, 6445, 0
1190.001138, 9.999992, 103, 333, 1202.6, 1073, 2912, 3801, 4841, 4841, 0
1200.001997, 10.000859, 84, 515, 1264.9, 1094, 3179, 4064, 5176, 5176, 0
1201.008347, 1.00635, 7, 549, 1269.4, 1094, 3179, 4064, 5176, 5176, 0
