elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
230.00223, 10.000221, 381, 932, 3801.8, 2479, 10354, 30275, 65032, 65032, 0
240.001063, 9.998833, 348, 923, 3486.9, 2525, 8986, 17904, 61457, 61457, 0
250.000928, 9.999865, 373, 1154, 3730.2, 2652, 7668, 24343, 102185, 102185, 0
260.002001, 10.001073, 375, 1140, 3438.5, 2581, 8542, 15731, 36811, 36811, 0
270.002053, 10.000052, 370, 1120, 3393.8, 2527, 8534, 15997, 36510, 36510, 0
280.001006, 9.998953, 365, 962, 4602.8, 2440, 7758, 68179, 153121, 153121, 0
290.001955, 10.000949, 361, 965, 3303.6, 2432, 7069, 17021, 37602, 37602, 0
300.001971, 10.000016, 364, 922, 3326.1, 2416, 8493, 19449, 34343, 34343, 0
310.002341, 10.00037, 395, 1034, 3460.2, 2576, 8023, 22323, 28450, 28450, 0
320.000909, 9.998568, 362, 1257, 3260.9, 2480, 6141, 18739, 33567, 33567, 0
330.002213, 10.001304, 400, 909, 3156.7, 2482, 6332, 14589, 30629, 30629, 0
340.001034, 9.998821, 374, 996, 3310.8, 2576, 7183, 14676, 27299, 27299, 0
350.002037, 10.001003, 367, 1076, 3593.8, 2520, 9613, 25899, 29616, 29616, 0
360.002021, 9.999984, 386, 979, 3075.6, 2371, 6765, 16428, 28787, 28787, 0
370.004739, 10.002718, 399, 990, 3037.8, 2479, 5995, 16119, 27959, 27959, 0
380.022526, 10.017787, 337, 1035, 3186.8, 2511, 6385, 13651, 36915, 36915, 0
390.034528, 10.012002, 373, 1075, 3310.8, 2441, 6757, 25643, 37833, 37833, 0
400.040343, 10.005815, 369, 1014, 3413.5, 2474, 9401, 19463, 37833, 37833, 0
410.042309, 10.001966, 359, 1088, 3046.6, 2421, 6318, 11951, 27621, 27621, 0
420.029185, 9.986876, 366, 1153, 3315.2, 2407, 8448, 17856, 28459, 28459, 0
430.002717, 9.973532, 382, 1065, 3186.2, 2300, 7028, 24992, 30168, 30168, 0
440.00137, 9.998653, 396, 1012, 2932.7, 2471, 6822, 11072, 16056, 16056, 0
450.001456, 10.000086, 420, 1008, 3421.7, 2573, 8204, 19774, 31337, 31337, 0
460.001044, 9.999588, 366, 989, 3602.5, 2697, 8273, 18276, 33258, 33258, 0
470.001998, 10.000954, 372, 1065, 3401.6, 2679, 6343, 24299, 33543, 33543, 0
480.002077, 10.000079, 410, 1131, 3563.9, 2691, 7162, 24806, 29985, 29985, 0
490.003219, 10.001142, 391, 983, 3265.2, 2433, 6602, 16876, 111394, 111394, 0
500.001274, 9.998055, 349, 1227, 3525.9, 2678, 8542, 16952, 32832, 32832, 0
510.00213, 10.000856, 365, 995, 3099.1, 2540, 6711, 11362, 27723, 27723, 0
520.003264, 10.001134, 364, 1182, 3638.8, 2676, 9237, 18575, 30393, 30393, 0
530.001656, 9.998392, 361, 1190, 3483.9, 2625, 7805, 19094, 29792, 29792, 0
540.001517, 9.999861, 379, 1001, 4347.2, 2686, 10569, 33032, 162667, 162667, 0
550.000871, 9.999354, 381, 868, 3843.8, 2538, 8208, 28353, 146247, 146247, 0
560.001882, 10.001011, 339, 982, 3234.3, 2550, 6366, 12066, 34353, 34353, 0
570.001887, 10.000005, 338, 1134, 3344.8, 2618, 7665, 14930, 28277, 28277, 0
580.005875, 10.003988, 365, 1018, 3189.0, 2469, 7748, 16336, 28727, 28727, 0
590.002241, 9.996366, 344, 822, 3345.0, 2641, 6421, 15426, 30931, 30931, 0
600.001073, 9.998832, 348, 1107, 3355.3, 2629, 7034, 16573, 23421, 23421, 0
601.008119, 1.007046, 35, 1107, 3331.3, 2598, 7034, 16573, 23421, 23421, 0
