elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
350.002037, 10.001003, 524, 619, 1326.4, 1335, 1808, 2268, 2572, 2719, 0
360.002021, 9.999984, 485, 550, 1219.2, 1183, 1751, 2212, 2463, 2571, 0
370.004739, 10.002718, 444, 545, 1250.5, 1261, 1765, 2239, 2565, 2565, 0
380.022526, 10.017787, 463, 578, 1319.3, 1308, 1861, 2378, 3071, 3071, 0
390.034528, 10.012002, 503, 557, 1234.9, 1169, 1820, 2403, 3132, 3242, 0
400.040343, 10.005815, 468, 657, 1285.3, 1239, 1899, 2484, 3420, 3420, 0
410.042309, 10.001966, 484, 538, 1283.6, 1234, 1945, 2592, 3317, 3453, 0
420.029185, 9.986876, 490, 625, 1264.4, 1210, 1899, 2586, 3291, 3411, 0
430.002717, 9.973532, 497, 570, 1194.9, 1104, 1941, 2474, 3157, 4758, 0
440.00137, 9.998653, 509, 541, 1260.0, 1187, 2036, 2809, 3343, 3390, 0
450.001456, 10.000086, 497, 565, 1403.2, 1343, 2173, 3191, 10291, 10705, 0
460.001044, 9.999588, 466, 524, 1368.5, 1368, 2077, 2785, 3501, 3501, 0
470.001998, 10.000954, 500, 615, 1395.4, 1417, 1985, 2492, 2610, 2898, 0
480.002077, 10.000079, 444, 574, 1327.2, 1366, 1908, 2537, 3073, 3073, 0
490.003219, 10.001142, 476, 505, 1191.4, 1136, 1846, 2234, 2810, 3246, 0
500.001274, 9.998055, 487, 618, 1401.4, 1429, 2083, 2530, 3117, 3470, 0
510.00213, 10.000856, 496, 512, 1302.0, 1304, 1900, 2414, 4181, 4195, 0
520.003264, 10.001134, 485, 596, 1370.5, 1398, 1858, 2375, 3405, 3914, 0
530.001656, 9.998392, 510, 596, 1333.9, 1352, 1847, 2623, 3403, 3914, 0
540.001517, 9.999861, 546, 522, 1321.2, 1336, 1914, 2533, 3403, 3527, 0
550.000871, 9.999354, 473, 550, 1306.9, 1325, 1989, 2434, 3382, 4663, 0
560.001882, 10.001011, 531, 497, 1369.1, 1386, 1905, 2475, 3062, 4663, 0
570.001887, 10.000005, 483, 587, 1393.5, 1420, 1897, 2384, 2592, 3271, 0
580.005875, 10.003988, 495, 525, 1207.6, 1233, 1844, 2087, 2527, 2553, 0
590.002241, 9.996366, 520, 508, 1359.3, 1408, 1842, 2210, 2553, 2573, 0
600.001073, 9.998832, 492, 589, 1396.8, 1397, 2131, 2799, 3268, 3660, 0
601.008119, 1.007046, 45, 589, 1404.8, 1406, 2131, 2799, 3268, 3660, 0
