elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10.000818, 10.000818, 354, 492, 15692.1, 7599, 71884, 108914, 162074, 162074, 0
20.0017, 10.000882, 351, 442, 17535.6, 7249, 71884, 165405, 176909, 176909, 0
30.00188, 10.00018, 378, 484, 15390.6, 5702, 77434, 159104, 171226, 171226, 0
40.001951, 10.000071, 338, 534, 11535.8, 5033, 48988, 131373, 170218, 170218, 0
50.00189, 9.999939, 368, 526, 9840.8, 3191, 33044, 161369, 222258, 222258, 0
60.002345, 10.000455, 380, 695, 13035.7, 2971, 62223, 147772, 168500, 168500, 0
70.000721, 9.998376, 340, 604, 4669.8, 1714, 13495, 38303, 90027, 90027, 0
80.001832, 10.001111, 355, 668, 5006.6, 1690, 16152, 58552, 85753, 85753, 0
90.001931, 10.000099, 374, 681, 4921.5, 1691, 18443, 50853, 85753, 85753, 0
100.001714, 9.999783, 351, 694, 5370.8, 1669, 19687, 56477, 185149, 185149, 0
110.001758, 10.000044, 371, 596, 4059.8, 1559, 13476, 39980, 161569, 161569, 0
120.001561, 9.999803, 367, 636, 6407.9, 1675, 15701, 145989, 165426, 165426, 0
130.001614, 10.000053, 372, 636, 3348.3, 1745, 11593, 35277, 61062, 61062, 0
140.001746, 10.000132, 369, 705, 2728.0, 1780, 8137, 22218, 47268, 47268, 0
150.00162, 9.999874, 387, 732, 2970.4, 1787, 8325, 37109, 47421, 47421, 0
160.001565, 9.999945, 373, 787, 2236.2, 1731, 4380, 15407, 38674, 38674, 0
170.001713, 10.000148, 349, 745, 1984.4, 1622, 5738, 12199, 16369, 16369, 0
180.001622, 9.999909, 375, 765, 2342.2, 1705, 5143, 16369, 45958, 45958, 0
190.001672, 10.00005, 364, 751, 1923.9, 1662, 3734, 9580, 11951, 11951, 0
200.001603, 9.999931, 360, 863, 1927.0, 1724, 2871, 8902, 16006, 16006, 0
210.001662, 10.000059, 380, 781, 2343.8, 1718, 4967, 15783, 54872, 54872, 0
220.001695, 10.000033, 352, 826, 1968.7, 1737, 2867, 8288, 33674, 33674, 0
230.001554, 9.999859, 366, 747, 1704.0, 1601, 2567, 5960, 10080, 10080, 0
240.001679, 10.000125, 380, 747, 1720.9, 1662, 2509, 4812, 17481, 17481, 0
250.003117, 10.001438, 373, 852, 1915.7, 1785, 2832, 7544, 13043, 13043, 0
260.000627, 9.99751, 359, 848, 1923.7, 1714, 2948, 9127, 24500, 24500, 0
270.001651, 10.001024, 384, 736, 1821.7, 1767, 2638, 3770, 17275, 17275, 0
280.00165, 9.999999, 326, 849, 1821.1, 1806, 2628, 4291, 6178, 6178, 0
290.001577, 9.999927, 348, 750, 2376.6, 1776, 2803, 32621, 60522, 60522, 0
