elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
589.995699, 9.996838, 75, 283, 1124.8, 1016, 1686, 4987, 5000, 5000, 0
599.993974, 9.998275, 58, 425, 1079.8, 968, 2835, 3427, 5007, 5007, 0
610.001324, 10.00735, 72, 466, 1173.9, 988, 3421, 4492, 5251, 5251, 0
620.001525, 10.000201, 58, 339, 1159.7, 994, 3421, 5525, 6072, 6072, 0
630.001691, 10.000166, 63, 503, 1248.8, 1020, 4609, 5042, 5297, 5297, 0
640.001854, 10.000163, 57, 423, 1045.1, 954, 1219, 5688, 5860, 5860, 0
650.001607, 9.999753, 62, 441, 1102.4, 984, 2039, 4660, 4810, 4810, 0
660.00216, 10.000553, 63, 324, 1178.7, 998, 3676, 4968, 5133, 5133, 0
670.002064, 9.999904, 72, 360, 1113.4, 1032, 1804, 4683, 4991, 4991, 0
680.001762, 9.999698, 82, 378, 1086.7, 951, 2073, 6629, 7130, 7130, 0
690.00241, 10.000648, 61, 423, 1192.7, 958, 5356, 6629, 7130, 7130, 0
700.002058, 9.999648, 69, 275, 998.6, 1000, 1374, 1533, 4873, 4873, 0
710.001474, 9.999416, 68, 405, 1154.7, 1007, 2321, 4395, 4518, 4518, 0
720.002252, 10.000778, 58, 438, 1366.2, 1066, 4395, 5103, 5260, 5260, 0
730.00198, 9.999728, 59, 349, 1450.0, 1074, 5094, 5466, 5595, 5595, 0
740.002692, 10.000712, 60, 393, 1105.8, 1076, 2430, 2808, 3670, 3670, 0
750.00234, 9.999648, 67, 273, 1247.9, 1042, 4381, 4829, 6381, 6381, 0
760.001941, 9.999601, 74, 335, 1039.3, 1034, 1241, 2513, 4921, 4921, 0
770.002873, 10.000932, 62, 335, 1200.8, 1046, 4480, 5410, 5777, 5777, 0
780.001777, 9.998904, 62, 450, 1184.7, 1059, 3523, 4052, 6029, 6029, 0
790.001482, 9.999705, 74, 423, 1213.9, 1051, 3395, 5062, 5336, 5336, 0
800.001432, 9.99995, 73, 437, 1072.1, 1051, 1304, 3395, 4746, 4746, 0
810.001618, 10.000186, 56, 360, 1287.5, 1067, 3757, 4734, 7249, 7249, 0
820.001605, 9.999987, 75, 388, 981.3, 930, 1706, 3067, 5081, 5081, 0
830.001679, 10.000074, 73, 436, 1231.3, 1018, 2724, 5788, 5837, 5837, 0
840.002456, 10.000777, 68, 387, 1132.4, 1061, 2174, 3500, 5033, 5033, 0
850.001567, 9.999111, 52, 421, 1157.6, 1029, 1697, 4456, 6189, 6189, 0
860.001572, 10.000005, 53, 369, 1229.4, 1087, 1454, 4611, 5081, 5081, 0
870.001831, 10.000259, 66, 340, 962.2, 728, 1268, 4640, 6190, 6190, 0
880.001433, 9.999602, 62, 266, 1335.3, 1042, 4640, 5446, 6190, 6190, 0
890.001611, 10.000178, 70, 266, 1106.9, 1024, 3024, 4860, 5729, 5729, 0
900.001654, 10.000043, 78, 369, 1143.0, 1085, 1324, 4715, 5003, 5003, 0
910.001495, 9.999841, 101, 272, 1338.5, 1078, 3648, 5792, 9225, 9225, 0
920.001602, 10.000107, 94, 239, 1083.3, 1056, 1326, 5221, 5334, 5334, 0
930.001812, 10.00021, 124, 291, 1004.4, 805, 1861, 5122, 6113, 6113, 0
940.002127, 10.000315, 95, 327, 1082.6, 1079, 1542, 3040, 3933, 3933, 0
950.000487, 9.99836, 87, 275, 1011.1, 1037, 1537, 2820, 4829, 4829, 0
960.001561, 10.001074, 83, 391, 1121.7, 1071, 1661, 4866, 5122, 5122, 0
970.001446, 9.999885, 118, 430, 1242.0, 1071, 3488, 5078, 5650, 5650, 0
980.001592, 10.000146, 79, 272, 986.7, 1030, 1336, 2476, 4219, 4219, 0
990.001532, 9.99994, 80, 312, 1116.2, 1017, 1769, 5247, 6378, 6378, 0
1000.001635, 10.000103, 84, 392, 1027.2, 998, 1408, 4742, 5051, 5051, 0
1010.001586, 9.999951, 59, 343, 1130.6, 1055, 2889, 3192, 4752, 4752, 0
1020.001716, 10.00013, 96, 395, 1036.1, 1041, 1623, 2889, 4696, 4696, 0
1030.001752, 10.000036, 81, 342, 1170.7, 1119, 1723, 2831, 6217, 6217, 0
1040.001493, 9.999741, 97, 342, 986.4, 1046, 1327, 2658, 3272, 3272, 0
1050.001778, 10.000285, 89, 301, 1102.3, 982, 3558, 4323, 4535, 4535, 0
1060.001593, 9.999815, 103, 307, 877.6, 738, 1543, 2978, 4570, 4570, 0
1070.001458, 9.999865, 98, 422, 1199.0, 1082, 2626, 4335, 5146, 5146, 0
1080.001671, 10.000213, 95, 356, 1284.4, 1086, 4249, 4855, 5316, 5316, 0
1090.001637, 9.999966, 85, 419, 1212.1, 1041, 4458, 5043, 6955, 6955, 0
1100.001527, 9.99989, 99, 293, 1016.1, 1016, 1345, 4869, 5039, 5039, 0
1110.001595, 10.000068, 123, 333, 1098.3, 1030, 2380, 5122, 5190, 5190, 0
1120.001554, 9.999959, 120, 305, 979.7, 1002, 1345, 2939, 4094, 4094, 0
1130.001498, 9.999944, 74, 279, 920.2, 1016, 1325, 2208, 2435, 2435, 0
1140.001638, 10.00014, 81, 303, 1027.0, 1028, 2062, 2452, 4686, 4686, 0
1150.001595, 9.999957, 94, 368, 1098.5, 1076, 1489, 4160, 5102, 5102, 0
1160.001602, 10.000007, 98, 284, 985.6, 1062, 1448, 2549, 4682, 4682, 0
1170.001484, 9.999882, 86, 323, 1079.2, 1072, 1713, 2724, 5479, 5479, 0
1180.001683, 10.000199, 81, 388, 1034.5, 1033, 1789, 2978, 5112, 5112, 0
1190.001647, 9.999964, 116, 327, 983.7, 1039, 1268, 3657, 4754, 4754, 0
1200.001596, 9.999949, 106, 362, 1057.4, 1015, 1912, 3973, 5864, 5864, 0
1201.005885, 1.004289, 6, 362, 1070.6, 1005, 2233, 3973, 5864, 5864, 0
