elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
400.001593, 9.999924, 8, 2008058, 2014325.0, 2009499, 2036149, 2036149, 2036149, 2036149, 0
410.001515, 9.999922, 12, 2008642, 2016855.3, 2013442, 2032652, 2042025, 2042025, 2042025, 0
420.001804, 10.000289, 9, 2008897, 2013433.2, 2010165, 2033589, 2033589, 2033589, 2033589, 0
430.001502, 9.999698, 13, 2007849, 2014903.8, 2012581, 2019792, 2032893, 2032893, 2032893, 0
440.001751, 10.000249, 0, 0, 0, 0, 0, 0, 0, 0, 0
450.001578, 9.999827, 10, 2007733, 2018315.5, 2012268, 2033987, 2033987, 2033987, 2033987, 0
460.001507, 9.999929, 10, 2008206, 2015158.5, 2011843, 2029282, 2031253, 2031253, 2031253, 0
470.00151, 10.000003, 12, 2008277, 2015561.3, 2012127, 2032002, 2033837, 2033837, 2033837, 0
480.001766, 10.000256, 11, 2009194, 2014348.2, 2010106, 2017666, 2033446, 2033446, 2033446, 0
490.001676, 9.99991, 5, 2007258, 2012956.4, 2008935, 2028450, 2028450, 2028450, 2028450, 0
500.001602, 9.999926, 0, 0, 0, 0, 0, 0, 0, 0, 0
510.001566, 9.999964, 7, 2009592, 2016588.1, 2014555, 2033291, 2033291, 2033291, 2033291, 0
520.001536, 9.99997, 8, 2007768, 2012087.8, 2010518, 2019920, 2019920, 2019920, 2019920, 0
530.00159, 10.000054, 6, 2011525, 2021678.4, 2014981, 2034782, 2034782, 2034782, 2034782, 0
540.00156, 9.99997, 8, 2005603, 2013320.3, 2011206, 2039525, 2039525, 2039525, 2039525, 0
550.001474, 9.999914, 5, 2007554, 2020850.8, 2017835, 2036102, 2036102, 2036102, 2036102, 0
560.001512, 10.000038, 5, 2010073, 2018804.0, 2011359, 2033852, 2033852, 2033852, 2033852, 0
570.001673, 10.000161, 10, 2008821, 2014058.2, 2011195, 2033827, 2033827, 2033827, 2033827, 0
579.998861, 9.997188, 7, 2010588, 2016975.6, 2013298, 2035703, 2035703, 2035703, 2035703, 0
589.995699, 9.996838, 7, 2007856, 2017780.7, 2012410, 2035964, 2035964, 2035964, 2035964, 0
599.993974, 9.998275, 7, 2007806, 2012733.9, 2008575, 2032829, 2032829, 2032829, 2032829, 0
610.001324, 10.00735, 7, 2008005, 2016819.0, 2011050, 2033840, 2033840, 2033840, 2033840, 0
620.001525, 10.000201, 10, 2007944, 2016434.3, 2012658, 2031978, 2031978, 2031978, 2031978, 0
630.001691, 10.000166, 8, 2007944, 2016043.0, 2011579, 2038795, 2038795, 2038795, 2038795, 0
640.001854, 10.000163, 10, 2008691, 2016715.5, 2011409, 2034282, 2034722, 2034722, 2034722, 0
650.001607, 9.999753, 13, 2006530, 2015482.9, 2012516, 2030604, 2041524, 2041524, 2041524, 0
660.00216, 10.000553, 6, 2009188, 2011916.0, 2010220, 2017123, 2017123, 2017123, 2017123, 0
670.002064, 9.999904, 9, 2008606, 2018698.7, 2015814, 2033192, 2033192, 2033192, 2033192, 0
680.001762, 9.999698, 0, 0, 0, 0, 0, 0, 0, 0, 0
690.00241, 10.000648, 14, 2005890, 2016050.3, 2014195, 2031561, 2033861, 2033861, 2033861, 0
700.002058, 9.999648, 10, 2007269, 2015531.9, 2009488, 2036416, 2036416, 2036416, 2036416, 0
710.001474, 9.999416, 10, 2005529, 2015555.3, 2013017, 2040428, 2040428, 2040428, 2040428, 0
720.002252, 10.000778, 15, 2007700, 2017586.5, 2014935, 2031913, 2032435, 2032435, 2032435, 0
730.00198, 9.999728, 6, 2008577, 2015881.3, 2009288, 2036687, 2036687, 2036687, 2036687, 0
740.002692, 10.000712, 6, 2008308, 2018632.7, 2013387, 2035296, 2035296, 2035296, 2035296, 0
750.00234, 9.999648, 8, 2007962, 2016341.0, 2014555, 2030582, 2030582, 2030582, 2030582, 0
760.001941, 9.999601, 12, 2008569, 2017666.2, 2015323, 2030969, 2033969, 2033969, 2033969, 0
770.002873, 10.000932, 6, 2007926, 2011297.1, 2012472, 2014068, 2014068, 2014068, 2014068, 0
780.001777, 9.998904, 10, 2009296, 2017226.7, 2011701, 2032584, 2032584, 2032584, 2032584, 0
790.001482, 9.999705, 11, 2008577, 2015202.2, 2013919, 2020607, 2036101, 2036101, 2036101, 0
800.001432, 9.99995, 8, 2009204, 2017761.1, 2011419, 2033450, 2033450, 2033450, 2033450, 0
810.001618, 10.000186, 14, 2007550, 2011980.2, 2011347, 2016871, 2019543, 2019543, 2019543, 0
820.001605, 9.999987, 7, 2009067, 2014917.4, 2011146, 2032006, 2032006, 2032006, 2032006, 0
830.001679, 10.000074, 12, 2008169, 2015312.7, 2011458, 2019510, 2035828, 2035828, 2035828, 0
840.002456, 10.000777, 11, 2009050, 2019455.8, 2017055, 2033881, 2037690, 2037690, 2037690, 0
850.001567, 9.999111, 6, 2006260, 2013728.7, 2012818, 2033941, 2033941, 2033941, 2033941, 0
860.001572, 10.000005, 9, 2008252, 2017825.1, 2015726, 2031764, 2031764, 2031764, 2031764, 0
870.001831, 10.000259, 12, 2006391, 2013233.3, 2010001, 2031276, 2031764, 2031764, 2031764, 0
880.001433, 9.999602, 9, 2006971, 2023818.9, 2016729, 2067073, 2067073, 2067073, 2067073, 0
890.001611, 10.000178, 12, 2005993, 2013033.3, 2011536, 2016595, 2027583, 2027583, 2027583, 0
900.001654, 10.000043, 9, 2007423, 2013660.1, 2011533, 2033473, 2033473, 2033473, 2033473, 0
910.001495, 9.999841, 7, 2008519, 2017609.3, 2010139, 2034189, 2034189, 2034189, 2034189, 0
920.001602, 10.000107, 9, 2006797, 2017456.4, 2015636, 2030261, 2033719, 2033719, 2033719, 0
930.001812, 10.00021, 9, 2008796, 2017562.0, 2016004, 2035165, 2035165, 2035165, 2035165, 0
940.002127, 10.000315, 16, 2008806, 2018102.9, 2013514, 2034009, 2034122, 2034122, 2034122, 0
950.000487, 9.99836, 13, 2007506, 2019484.0, 2015001, 2033254, 2033527, 2033527, 2033527, 0
960.001561, 10.001074, 15, 2006407, 2013607.0, 2011986, 2019136, 2032988, 2032988, 2032988, 0
970.001446, 9.999885, 10, 2009418, 2020918.9, 2014075, 2043485, 2043485, 2043485, 2043485, 0
980.001592, 10.000146, 17, 2008118, 2013797.5, 2011497, 2022498, 2037340, 2037340, 2037340, 0
990.001532, 9.99994, 15, 2007957, 2020968.6, 2017051, 2037340, 2042559, 2042559, 2042559, 0
1000.001635, 10.000103, 13, 2008985, 2015481.5, 2011421, 2029904, 2033424, 2033424, 2033424, 0
1010.001586, 9.999951, 12, 2007596, 2012758.4, 2010371, 2016336, 2034262, 2034262, 2034262, 0
1020.001716, 10.00013, 16, 2007610, 2016230.7, 2012446, 2031093, 2034816, 2034816, 2034816, 0
1030.001752, 10.000036, 17, 2006731, 2017277.3, 2013713, 2031093, 2031996, 2031996, 2031996, 0
1040.001493, 9.999741, 14, 2007377, 2014743.5, 2011536, 2031174, 2034956, 2034956, 2034956, 0
1050.001778, 10.000285, 12, 2006090, 2017256.3, 2012553, 2030980, 2034550, 2034550, 2034550, 0
1060.001593, 9.999815, 12, 2006155, 2014450.3, 2009939, 2029764, 2036629, 2036629, 2036629, 0
1070.001458, 9.999865, 9, 2008188, 2016943.4, 2013495, 2029719, 2029719, 2029719, 2029719, 0
1080.001671, 10.000213, 12, 2006814, 2014946.9, 2010297, 2026492, 2036112, 2036112, 2036112, 0
1090.001637, 9.999966, 12, 2007995, 2017097.6, 2012190, 2032281, 2035585, 2035585, 2035585, 0
1100.001527, 9.99989, 17, 2007339, 2019694.7, 2015122, 2038707, 2040728, 2040728, 2040728, 0
1110.001595, 10.000068, 12, 2008294, 2016630.2, 2012296, 2031688, 2040728, 2040728, 2040728, 0
1120.001554, 9.999959, 10, 2007772, 2011658.4, 2009685, 2013535, 2025825, 2025825, 2025825, 0
1130.001498, 9.999944, 14, 2006396, 2012508.1, 2009611, 2017882, 2033157, 2033157, 2033157, 0
1140.001638, 10.00014, 19, 2008031, 2018407.2, 2014966, 2033633, 2034673, 2034673, 2034673, 0
1150.001595, 9.999957, 15, 2007923, 2018524.8, 2014667, 2033633, 2033991, 2033991, 2033991, 0
1160.001602, 10.000007, 11, 2005398, 2018775.8, 2014783, 2032790, 2034953, 2034953, 2034953, 0
1170.001484, 9.999882, 15, 2008368, 2018416.4, 2014783, 2034194, 2037647, 2037647, 2037647, 0
1180.001683, 10.000199, 12, 2007409, 2013131.3, 2010648, 2018775, 2033784, 2033784, 2033784, 0
1190.001647, 9.999964, 12, 2007409, 2016059.8, 2011761, 2030815, 2032006, 2032006, 2032006, 0
1200.001596, 9.999949, 16, 2008160, 2016951.9, 2012134, 2032134, 2034936, 2034936, 2034936, 0
1201.005885, 1.004289, 1, 2008160, 2016925.9, 2012134, 2032134, 2034936, 2034936, 2034936, 0
