elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
10.000951, 10.000951, 11, 1553822, 1580665.7, 1592033, 1601955, 1605760, 1605760, 1605760, 0
20.001723, 10.000772, 12, 1543002, 1564006.9, 1564524, 1591310, 1591670, 1591670, 1591670, 0
30.001512, 9.999789, 16, 1541950, 1564436.7, 1565867, 1594100, 1600461, 1600461, 1600461, 0
40.001704, 10.000192, 15, 1542319, 1560314.1, 1561917, 1569977, 1591343, 1591343, 1591343, 0
50.001641, 9.999937, 9, 1539752, 1554566.5, 1549590, 1568232, 1591655, 1591655, 1591655, 0
60.001861, 10.00022, 8, 1537932, 1559157.9, 1552735, 1588234, 1588234, 1588234, 1588234, 0
70.001885, 10.000024, 18, 1536769, 1555382.1, 1544747, 1590704, 1591719, 1591719, 1591719, 0
80.001703, 9.999818, 11, 1539277, 1554774.3, 1546906, 1590990, 1593343, 1593343, 1593343, 0
90.001845, 10.000142, 13, 1532522, 1558413.2, 1561096, 1581924, 1584448, 1584448, 1584448, 0
100.001639, 9.999794, 10, 1542360, 1563148.8, 1552745, 1593104, 1593104, 1593104, 1593104, 0
110.001556, 9.999917, 12, 1542489, 1553482.3, 1546767, 1563071, 1588475, 1588475, 1588475, 0
120.001666, 10.00011, 12, 1541779, 1554436.7, 1552673, 1562786, 1588366, 1588366, 1588366, 0
130.00146, 9.999794, 14, 1538674, 1563301.3, 1561436, 1592418, 1600679, 1600679, 1600679, 0
140.001558, 10.000098, 17, 1535628, 1560842.5, 1549352, 1594385, 1594700, 1594700, 1594700, 0
150.001466, 9.999908, 11, 1542529, 1559285.5, 1553727, 1589412, 1591238, 1591238, 1591238, 0
160.001597, 10.000131, 13, 1540457, 1562422.2, 1562117, 1587232, 1592170, 1592170, 1592170, 0
170.001543, 9.999946, 14, 1537716, 1555101.4, 1551445, 1571023, 1592678, 1592678, 1592678, 0
180.00155, 10.000007, 7, 1537078, 1561968.7, 1560389, 1591746, 1591746, 1591746, 1591746, 0
190.001648, 10.000098, 11, 1540684, 1557322.5, 1549971, 1586629, 1591746, 1591746, 1591746, 0
200.001672, 10.000024, 11, 1540667, 1565523.7, 1565070, 1590668, 1592018, 1592018, 1592018, 0
210.00159, 9.999918, 9, 1534896, 1561513.7, 1562850, 1590668, 1592018, 1592018, 1592018, 0
220.001616, 10.000026, 11, 1541623, 1567265.1, 1564323, 1589080, 1590779, 1590779, 1590779, 0
230.001729, 10.000113, 13, 1537814, 1561510.9, 1564022, 1589621, 1589867, 1589867, 1589867, 0
240.001571, 9.999842, 16, 1543494, 1560722.2, 1552932, 1590423, 1600224, 1600224, 1600224, 0
250.001493, 9.999922, 11, 1539701, 1568095.1, 1567920, 1589757, 1593402, 1593402, 1593402, 0
260.001477, 9.999984, 9, 1535856, 1566922.4, 1564081, 1590630, 1590630, 1590630, 1590630, 0
270.001607, 10.00013, 11, 1543083, 1554651.6, 1543808, 1589638, 1595371, 1595371, 1595371, 0
280.001503, 9.999896, 11, 1541332, 1559798.0, 1553579, 1589542, 1592119, 1592119, 1592119, 0
290.00148, 9.999977, 14, 1543495, 1570399.8, 1568065, 1590388, 1593385, 1593385, 1593385, 0
300.001543, 10.000063, 13, 1542881, 1559330.5, 1553569, 1590662, 1591317, 1591317, 1591317, 0
310.001517, 9.999974, 15, 1538192, 1558284.3, 1553780, 1590301, 1593808, 1593808, 1593808, 0
320.001478, 9.999961, 14, 1530885, 1562174.9, 1563105, 1587311, 1593114, 1593114, 1593114, 0
330.00156, 10.000082, 14, 1535995, 1560564.0, 1552958, 1590345, 1590355, 1590355, 1590355, 0
340.001543, 9.999983, 15, 1533993, 1551900.6, 1544938, 1568862, 1587028, 1587028, 1587028, 0
350.001498, 9.999955, 17, 1538708, 1563932.4, 1562139, 1591333, 1593645, 1593645, 1593645, 0
360.001701, 10.000203, 24, 1538637, 1560399.4, 1552919, 1591097, 1593473, 1593473, 1593473, 0
370.001559, 9.999858, 18, 1540826, 1562002.3, 1557356, 1587823, 1588285, 1588285, 1588285, 0
380.001448, 9.999889, 18, 1534927, 1560587.9, 1552973, 1591280, 1596383, 1596383, 1596383, 0
390.001669, 10.000221, 15, 1541775, 1563930.2, 1563500, 1589556, 1591461, 1591461, 1591461, 0
400.001593, 9.999924, 17, 1539470, 1556158.9, 1551720, 1587437, 1592338, 1592338, 1592338, 0
410.001515, 9.999922, 13, 1539470, 1556872.9, 1551692, 1567815, 1590023, 1590023, 1590023, 0
420.001804, 10.000289, 14, 1542213, 1567812.7, 1565185, 1591363, 1592480, 1592480, 1592480, 0
430.001502, 9.999698, 14, 1538255, 1574282.2, 1577916, 1598776, 1601663, 1601663, 1601663, 0
440.001751, 10.000249, 21, 1542429, 1561886.9, 1552802, 1590663, 1591051, 1591051, 1591051, 0
450.001578, 9.999827, 18, 1538395, 1557227.9, 1552963, 1580472, 1581507, 1581507, 1581507, 0
460.001507, 9.999929, 12, 1538215, 1554171.1, 1552033, 1565948, 1567859, 1567859, 1567859, 0
470.00151, 10.000003, 15, 1541030, 1556915.2, 1553164, 1580642, 1591588, 1591588, 1591588, 0
480.001766, 10.000256, 14, 1530888, 1563078.8, 1552354, 1590656, 1591650, 1591650, 1591650, 0
490.001676, 9.99991, 18, 1541655, 1568376.4, 1567051, 1591650, 1595019, 1595019, 1595019, 0
500.001602, 9.999926, 15, 1537072, 1561515.0, 1554575, 1588370, 1589449, 1589449, 1589449, 0
510.001566, 9.999964, 15, 1542051, 1560495.3, 1550807, 1591498, 1592100, 1592100, 1592100, 0
520.001536, 9.99997, 12, 1536659, 1564111.7, 1552541, 1590498, 1593203, 1593203, 1593203, 0
530.00159, 10.000054, 21, 1535583, 1561976.2, 1559826, 1591650, 1596961, 1596961, 1596961, 0
540.00156, 9.99997, 17, 1534891, 1556784.1, 1554618, 1592643, 1595102, 1595102, 1595102, 0
550.001474, 9.999914, 20, 1538649, 1559314.1, 1551828, 1594092, 1597659, 1597659, 1597659, 0
560.001512, 10.000038, 19, 1537042, 1559835.4, 1552271, 1600218, 1602099, 1602099, 1602099, 0
570.001673, 10.000161, 15, 1538545, 1556099.2, 1547842, 1590508, 1591494, 1591494, 1591494, 0
579.998861, 9.997188, 19, 1537451, 1563580.3, 1562348, 1592968, 1594402, 1594402, 1594402, 0
589.995699, 9.996838, 17, 1542255, 1562064.6, 1551669, 1595656, 1596992, 1596992, 1596992, 0
599.993974, 9.998275, 19, 1540653, 1563512.1, 1558992, 1590681, 1596113, 1596113, 1596113, 0
610.001324, 10.00735, 19, 1541078, 1568472.4, 1564790, 1595747, 1597952, 1597952, 1597952, 0
620.001525, 10.000201, 16, 1535810, 1563361.1, 1556906, 1591681, 1596896, 1596896, 1596896, 0
630.001691, 10.000166, 20, 1537067, 1563582.2, 1562756, 1595328, 1597490, 1597490, 1597490, 0
640.001854, 10.000163, 15, 1537067, 1560481.5, 1552435, 1589821, 1589869, 1589869, 1589869, 0
650.001607, 9.999753, 18, 1532539, 1566765.0, 1563098, 1593284, 1599185, 1599185, 1599185, 0
660.00216, 10.000553, 19, 1540788, 1561833.1, 1552292, 1590755, 1593204, 1593204, 1593204, 0
670.002064, 9.999904, 26, 1540027, 1560354.2, 1551172, 1592856, 1596683, 1596683, 1596683, 0
680.001762, 9.999698, 17, 1532542, 1564012.6, 1558222, 1591067, 1594378, 1594378, 1594378, 0
690.00241, 10.000648, 14, 1543046, 1564804.4, 1563147, 1589452, 1590692, 1590692, 1590692, 0
700.002058, 9.999648, 18, 1541394, 1569076.8, 1568311, 1592254, 1592484, 1592484, 1592484, 0
710.001474, 9.999416, 13, 1538452, 1555881.1, 1549169, 1591676, 1593685, 1593685, 1593685, 0
720.002252, 10.000778, 20, 1540006, 1560596.9, 1552755, 1592653, 1592865, 1592865, 1592865, 0
730.00198, 9.999728, 25, 1532549, 1564988.7, 1566640, 1594619, 1596140, 1596140, 1596140, 0
740.002692, 10.000712, 23, 1531883, 1555347.7, 1552067, 1588426, 1588881, 1588881, 1588881, 0
750.00234, 9.999648, 20, 1532881, 1563201.2, 1565871, 1594396, 1597362, 1597362, 1597362, 0
760.001941, 9.999601, 12, 1543842, 1566376.5, 1554349, 1592616, 1599555, 1599555, 1599555, 0
770.002873, 10.000932, 18, 1541927, 1564670.2, 1556506, 1592870, 1596178, 1596178, 1596178, 0
780.001777, 9.998904, 16, 1539637, 1562387.8, 1545337, 1590685, 1595987, 1595987, 1595987, 0
790.001482, 9.999705, 18, 1543491, 1566941.3, 1562627, 1594845, 1600556, 1600556, 1600556, 0
800.001432, 9.99995, 18, 1541780, 1560222.9, 1551664, 1590317, 1592401, 1592401, 1592401, 0
810.001618, 10.000186, 23, 1535738, 1556719.9, 1553784, 1589780, 1592422, 1592422, 1592422, 0
