elapsed, window, n, min, mean, median, 95th, 99th, 99_9th, max, errors
540.001751, 10.000003, 10, 1538091, 1556269.9, 1554106, 1571550, 1571550, 1571550, 1571550, 0
550.001657, 9.999906, 12, 1541012, 1567087.8, 1566425, 1591888, 1599814, 1599814, 1599814, 0
560.002936, 10.001279, 9, 1533146, 1558027.3, 1554160, 1581674, 1581674, 1581674, 1581674, 0
570.001814, 9.998878, 7, 1533146, 1724015.6, 1581674, 2998874, 2998874, 2998874, 2998874, 0
580.001634, 9.99982, 10, 1538638, 1569109.6, 1568317, 1589775, 1594835, 1594835, 1594835, 0
590.001873, 10.000239, 14, 1535876, 1564213.1, 1565467, 1592707, 1595699, 1595699, 1595699, 0
600.001838, 9.999965, 10, 1535876, 1561541.5, 1565467, 1589834, 1596012, 1596012, 1596012, 0
610.001697, 9.999859, 5, 1532983, 1567768.6, 1569615, 1592058, 1592058, 1592058, 1592058, 0
620.001799, 10.000102, 13, 1543774, 1567013.0, 1555129, 1594757, 1597055, 1597055, 1597055, 0
630.001983, 10.000184, 13, 1535031, 1563385.8, 1563549, 1588831, 1590899, 1590899, 1590899, 0
640.001713, 9.99973, 25, 1539167, 1563013.5, 1559385, 1590374, 1590855, 1590855, 1590855, 0
650.001838, 10.000125, 21, 1537158, 1561654.0, 1554107, 1594456, 1596256, 1596256, 1596256, 0
660.001818, 9.99998, 17, 1536728, 1648259.6, 1552340, 2034814, 2995740, 2995740, 2995740, 0
670.001847, 10.000029, 11, 1543822, 1567432.3, 1568459, 1590989, 1596837, 1596837, 1596837, 0
680.001826, 9.999979, 10, 1544191, 1560091.6, 1565744, 1568359, 1568527, 1568527, 1568527, 0
690.001809, 9.999983, 16, 1538487, 1557309.7, 1552939, 1585447, 1591640, 1591640, 1591640, 0
700.001826, 10.000017, 16, 1530625, 1571227.2, 1567501, 1593736, 1597543, 1597543, 1597543, 0
710.001739, 9.999913, 10, 1544273, 1571209.3, 1566444, 1593725, 1593725, 1593725, 1593725, 0
720.001806, 10.000067, 18, 1533452, 1557899.1, 1554305, 1592038, 1592118, 1592118, 1592118, 0
730.001723, 9.999917, 20, 1539099, 1557055.3, 1550935, 1585513, 1590062, 1590062, 1590062, 0
740.001713, 9.99999, 16, 1540100, 1556079.1, 1544950, 1589949, 1592971, 1592971, 1592971, 0
750.001706, 9.999993, 21, 1541481, 1565578.8, 1561902, 1590856, 1595844, 1595844, 1595844, 0
760.001727, 10.000021, 19, 1540962, 1560562.9, 1552609, 1589105, 1592659, 1592659, 1592659, 0
770.001679, 9.999952, 14, 1541971, 1557004.0, 1552232, 1587743, 1592782, 1592782, 1592782, 0
780.001711, 10.000032, 23, 1539101, 1596517.3, 1554851, 1592277, 2344269, 2344269, 2344269, 0
790.001756, 10.000045, 13, 1545071, 1660619.9, 1567396, 2031381, 2518506, 2518506, 2518506, 0
800.001684, 9.999928, 14, 1537572, 1615244.9, 1551171, 1592954, 2518506, 2518506, 2518506, 0
810.001699, 10.000015, 14, 1535336, 1551725.2, 1544640, 1566718, 1583854, 1583854, 1583854, 0
820.001952, 10.000253, 13, 1535336, 1559536.1, 1544510, 1593174, 1594115, 1594115, 1594115, 0
830.001771, 9.999819, 16, 1537088, 1576147.9, 1554307, 1594174, 1824771, 1824771, 1824771, 0
840.001667, 9.999896, 13, 1543135, 1560865.1, 1555007, 1591213, 1591824, 1591824, 1591824, 0
850.001889, 10.000222, 15, 1536540, 1562743.9, 1561630, 1588919, 1589771, 1589771, 1589771, 0
860.001854, 9.999965, 8, 1540936, 1566704.7, 1568099, 1591698, 1591698, 1591698, 1591698, 0
870.00163, 9.999776, 18, 1534955, 1563096.7, 1563453, 1589929, 1591010, 1591010, 1591010, 0
880.001809, 10.000179, 18, 1537194, 1615941.7, 1583662, 1758333, 2095753, 2095753, 2095753, 0
890.001766, 9.999957, 15, 1542937, 1569070.4, 1559828, 1590675, 1591736, 1591736, 1591736, 0
900.001626, 9.99986, 14, 1543109, 1563543.4, 1555073, 1592971, 1593897, 1593897, 1593897, 0
910.001888, 10.000262, 31, 1533272, 1569164.4, 1567026, 1592650, 1597957, 1597957, 1597957, 0
920.001636, 9.999748, 15, 1542853, 1565229.4, 1553089, 1590921, 1592521, 1592521, 1592521, 0
930.001741, 10.000105, 26, 1541691, 1558380.4, 1551112, 1592977, 1593807, 1593807, 1593807, 0
940.001616, 9.999875, 19, 1533420, 1556559.0, 1551831, 1589883, 1592803, 1592803, 1592803, 0
950.001655, 10.000039, 20, 1542820, 1579587.5, 1565611, 1592832, 1872526, 1872526, 1872526, 0
960.001647, 9.999992, 25, 1536910, 1559479.5, 1552503, 1591090, 1591696, 1591696, 1591696, 0
970.001867, 10.00022, 27, 1538199, 1562573.7, 1552362, 1592982, 1684222, 1684222, 1684222, 0
980.001766, 9.999899, 27, 1536987, 1559542.5, 1552177, 1590874, 1604639, 1604639, 1604639, 0
990.001791, 10.000025, 27, 1538026, 1561528.8, 1553147, 1591108, 1595290, 1595290, 1595290, 0
1000.002363, 10.000572, 26, 1536631, 1559182.7, 1552065, 1591104, 1591268, 1591268, 1591268, 0
1010.000683, 9.99832, 30, 1531118, 1601056.5, 1551269, 1586144, 3000222, 3000222, 3000222, 0
1020.00174, 10.001057, 24, 1532112, 1558941.9, 1552515, 1590517, 1595113, 1595113, 1595113, 0
1030.001633, 9.999893, 29, 1532932, 1578474.0, 1554959, 1598526, 2006139, 2006139, 2006139, 0
1040.001769, 10.000136, 27, 1534181, 1612194.6, 1565350, 1651285, 2828565, 2828565, 2828565, 0
1050.001738, 9.999969, 23, 1534181, 1655100.9, 1565456, 2828565, 2844675, 2844675, 2844675, 0
1060.001725, 9.999987, 29, 1536055, 1621460.0, 1565225, 2266974, 2481382, 2481382, 2481382, 0
1070.001632, 9.999907, 23, 1533000, 1560884.0, 1557627, 1593652, 1594104, 1594104, 1594104, 0
1080.001722, 10.00009, 20, 1536347, 1557846.2, 1552925, 1591320, 1592923, 1592923, 1592923, 0
1090.001659, 9.999937, 25, 1540925, 1555134.4, 1552130, 1590620, 1590757, 1590757, 1590757, 0
1100.001736, 10.000077, 26, 1536496, 1609113.9, 1552898, 1590802, 2981375, 2981375, 2981375, 0
1110.00165, 9.999914, 32, 1537803, 1565965.7, 1566198, 1591022, 1591247, 1591247, 1591247, 0
1120.003359, 10.001709, 27, 1538011, 1579404.1, 1562166, 1591620, 1942269, 1942269, 1942269, 0
1130.000816, 9.997457, 40, 1537156, 1606413.5, 1555704, 1594502, 2873397, 2873397, 2873397, 0
1140.001902, 10.001086, 25, 1532124, 1579402.1, 1559368, 1593165, 2137972, 2137972, 2137972, 0
1150.00199, 10.000088, 26, 1532124, 1649024.2, 1560438, 1592722, 2994613, 2994613, 2994613, 0
1160.001887, 9.999897, 23, 1538931, 1569601.0, 1560438, 1595319, 1726429, 1726429, 1726429, 0
1170.002076, 10.000189, 28, 1536216, 1553766.4, 1546552, 1590106, 1591655, 1591655, 1591655, 0
1180.001502, 9.999426, 29, 1530379, 1601657.8, 1553086, 1593944, 2647842, 2647842, 2647842, 0
1190.0013, 9.999798, 24, 1535973, 1560364.3, 1555353, 1592895, 1593944, 1593944, 1593944, 0
1200.001135, 9.999835, 26, 1530610, 1558021.1, 1549729, 1593166, 1593993, 1593993, 1593993, 0
1201.008031, 1.006896, 3, 1530610, 1556484.0, 1549729, 1593166, 1593993, 1593993, 1593993, 0
